"Rank","Player","ATT","YDS","Y/A","LG","20+","TD","REC","TGT","YDS","Y/R","TD","FL","G","FPTS","FPTS/G","ROST"
"52","D'Ernest Johnson (JAC)","5","26","5.2","9","0","0","0","0","0","0","0","0","1","2.6","2.6","2.4%"
"53","Miles Sanders (CAR)","7","20","2.9","6","0","0","3","3","5","1.7","0","0","1","2.5","2.5","3.4%"
"54","Rachaad White (TB)","10","18","1.8","5","0","0","1","1","5","5.0","0","0","1","2.3","2.3","92.8%"
"55","Dare Ogunbowale (HOU)","2","3","1.5","3","0","0","2","2","20","10.0","0","0","1","2.3","2.3","0.9%"
"56","Bucky Irving (TB)","7","22","3.1","6","0","0","0","0","0","0","0","0","1","2.2","2.2","76.2%"
"57","Kyle Juszczyk (SF)","0","0","0","0","0","0","3","5","19","6.3","0","0","1","1.9","1.9","0.9%"
"58","Tyler Badie (DEN)","1","16","16.0","16","0","0","1","1","2","2.0","0","0","1","1.8","1.8","0.7%"
"59","MarShawn Lloyd (GB)","6","15","2.5","5","0","0","1","1","3","3.0","0","0","1","1.8","1.8","7.6%"
"60","Trey Benson (ARI)","11","10","0.9","4","0","0","1","1","7","7.0","0","0","1","1.7","1.7","26.9%"
"61","Sione Vaki (DET)","0","0","0","0","0","0","1","1","17","17.0","0","0","1","1.7","1.7","0.1%"
"62","Deuce Vaughn (DAL)","4","11","2.8","4","0","0","1","1","6","6.0","0","0","1","1.7","1.7","1.2%"
"63","Cam Akers (MIN)","7","32","4.6","13","0","0","1","1","3","3.0","0","1","1","1.5","1.5","27.0%"
"64","Jeff Wilson Jr. (MIA)","0","0","0","0","0","0","2","2","12","6.0","0","0","1","1.2","1.2","0.6%"
"65","Hassan Haskins (LAC)","3","11","3.7","5","0","0","0","0","0","0","0","0","1","1.1","1.1","0.0%"
"66","Emanuel Wilson (GB)","5","9","1.8","4","0","0","0","0","0","0","0","0","1","0.9","0.9","3.8%"
"67","Trey Sermon (IND)","2","0","0.0","4","0","0","1","1","7","7.0","0","0","1","0.7","0.7","6.7%"
"68","Kenneth Gainwell (PHI)","2","6","3.0","4","0","0","0","0","0","0","0","0","1","0.6","0.6","2.7%"
"69","Jaleel McLaughlin (DEN)","3","6","2.0","7","0","0","0","0","0","0","0","0","1","0.6","0.6","15.4%"
"70","Travis Homer (CHI)","1","6","6.0","6","0","0","0","0","0","0","0","0","1","0.6","0.6","0.1%"
"71","Pierre Strong Jr. (CLE)","1","-5","-5.0","0","0","0","1","2","10","10.0","0","0","1","0.5","0.5","0.3%"
"72","Carson Steele (KC)","7","24","3.4","9","0","0","0","0","0","0","0","1","1","0.4","0.4","3.0%"
"73","Jaylen Wright (MIA)","5","4","0.8","8","0","0","0","0","0","0","0","0","1","0.4","0.4","9.0%"
"74","Cordarrelle Patterson (PIT)","2","3","1.5","3","0","0","0","0","0","0","0","0","1","0.3","0.3","1.1%"
"75","Samaje Perine (KC)","0","0","0","0","0","0","1","1","3","3.0","0","0","1","0.3","0.3","17.4%"
"76","Ameer Abdullah (LV)","2","1","0.5","4","0","0","2","2","1","0.5","0","0","1","0.2","0.2","25.9%"
"77","Alec Ingold (MIA)","2","2","1.0","3","0","0","0","0","0","0","0","0","1","0.2","0.2","0.1%"
"78","JaMycal Hasty (NE)","1","2","2.0","2","0","0","0","0","0","0","0","0","1","0.2","0.2","0.3%"
"79","Tyler Goodson (IND)","0","0","0","0","0","0","1","1","2","2.0","0","0","1","0.2","0.2","1.8%"
"80","Tyrone Tracy Jr. (NYG)","1","2","2.0","2","0","0","0","0","0","0","0","0","1","0.2","0.2","81.9%"
"81","Michael Burton (DEN)","0","0","0","0","0","0","1","1","1","1.0","0","0","1","0.1","0.1","0.0%"
"82","Joshua Kelley (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"83","J.J. Taylor (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"84","Darrynton Evans (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"85","AJ Dillon (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.4%"
"86","Clyde Edwards-Helaire (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4.7%"
"87","Salvon Ahmed (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"88","Patrick Taylor Jr. (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"89","DeeJay Dallas (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"90","Mike Weber (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"91","Trayveon Williams (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.9%"
"92","Craig Reynolds (DET)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.2%"
"93","Jakob Johnson (FA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"94","Jaret Patterson (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"95","Jonathan Ward (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"96","Reggie Gilliam (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"97","Raheem Blackshear (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.2%"
"98","Jermar Jefferson (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"99","Keaton Mitchell (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7.4%"
"100","Xazavian Valladay (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"101","Kenny McIntosh (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.2%"
"102","Evan Hull (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.1%"
"103","Roschon Johnson (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","21.4%"
"104","Carlos Washington Jr. (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"105","Scott Matlock (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.2%"
"106","Brittain Brown (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"107","Julius Chestnut (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.7%"
"108","Troy Hairston II (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"109","Aaron Shampklin (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"110","Tyreik McAllister (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"111","Chris Collier (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"112","Colson Yankoff (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"113","Jacob Kibodi (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"114","Dante Miller (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"115","Louis Rees-Zammit (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"116","Isaac Guerendo (SF)","1","0","0.0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","5.9%"
"117","Blake Watson (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"118","Michael Wiley (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"119","Kimani Vidal (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4.4%"
"120","Jawhar Jordan (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"121","Ian Wheeler (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"122","Terrell Jennings (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"123","British Brooks (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"124","Frank Gore Jr. (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"125","Isaiah Davis (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.2%"
"126","Hunter Luepke (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"127","Ellis Merriweather (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"128","Rasheen Ali (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.8%"
"129","Owen Wright (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"130","Chris Brooks (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.2%"
"131","Jordan Mims (NO)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"132","Deneric Prince (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"133","Zavier Scott (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"134","Robert Burns (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"135","Dillon Johnson (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"136","Cody Schrader (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"137","Dylan Laube (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4.2%"
"138","Jonathon Brooks (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","59.2%"
"139","Jabari Small (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"140","Kendall Milton (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"141","Tyrion Davis-Price (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"142","Dameon Pierce (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4.9%"
"143","Will Shipley (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","1.9%"
"144","George Holani (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"145","D.J. Williams (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"146","Tank Bigsby (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","38.4%"
"147","Eric Gray (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","1.2%"
"148","Audric Estime (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","22.0%"
"149","Kenneth Walker III (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","97.2%"
"150","Javian Hawkins (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"151","Keilan Robinson (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"152","Jase McClellan (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"153","Elijah Mitchell (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.9%"
"154","Chris Evans (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"155","Michael Carter (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"156","Kendre Miller (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7.4%"
"157","Ronnie Rivers (LAR)","0","0","0","0","0","0","1","1","0","0.0","0","0","1","0.0","0.0","0.1%"
"158","Sean Tucker (TB)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","2.8%"
"159","Israel Abanikanda (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"160","Velus Jones Jr. (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"161","Malik Davis (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"162","Sincere McCormick (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"163","Keaontay Ingram (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"164","Kevin Harris (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"165","Adam Prentice (NO)","0","0","0","0","0","0","0","1","0","0","0","0","1","0.0","0.0","0.0%"
"166","Kene Nwangwu (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"167","Gary Brightwell (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"168","Avery Williams (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"169","Nick Bellore (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","3.0%"
"170","Jay Finley (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"171","Shane Bannon (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"172","Kenny Irons (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"173","Anthony Alridge (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"174","Chad Simpson (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"175","Dantrell Savage (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"176","Xavier Omon (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"177","Garrett Mills (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"178","Samkon Gado (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"179","Madison Hedgecock (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"180","Taquan Mizzell (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"181","Jeremy McNichols (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","1.1%"
"182","Kareem Hunt (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","88.5%"
"183","Christian McCaffrey (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","99.7%"
"184","Dalvin Cook (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.6%"
"185","C.J. Ham (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"186","Mike Boone (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"187","Nyheim Hines (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"188","Myles Gaskin (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"189","John Kelly Jr. (FA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"190","Nick Chubb (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","84.3%"
"191","Patrick Ricard (BAL)","0","0","0","0","0","0","0","1","0","0","0","0","1","0.0","0.0","0.1%"
"192","Chase Edmonds (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"193","Brennan Clay (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"194","Tim Flanders (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"195","Willie Carter (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"196","Raheem Mostert (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","65.8%"
""
""
"1","Derrick Henry (BAL)","24","199","8.3","87","3","1","3","3","10","3.3","1","0","1","32.9","32.9","99.7%"
"2","Kenneth Walker III (SEA)","12","80","6.7","28","3","3","4","5","36","9.0","0","0","1","29.6","29.6","97.2%"
"3","D'Andre Swift (CHI)","16","93","5.8","36","1","1","7","7","72","10.3","0","0","1","22.5","22.5","92.9%"
"4","Jordan Mason (SF)","24","123","5.1","25","2","1","2","3","37","18.5","0","0","1","22.0","22.0","69.5%"
"5","Chase Brown (CIN)","15","80","5.3","20","1","2","2","3","12","6.0","0","0","1","21.2","21.2","77.7%"
"6","Jahmyr Gibbs (DET)","14","78","5.6","20","1","2","0","0","0","0","0","0","1","19.8","19.8","99.8%"
"7","Jeremy McNichols (WAS)","8","68","8.5","27","1","2","1","1","6","6.0","0","0","1","19.4","19.4","1.1%"
"8","Chuba Hubbard (CAR)","18","104","5.8","38","1","1","4","4","17","4.3","0","0","1","18.1","18.1","90.9%"
"9","Alvin Kamara (NO)","19","77","4.1","15","0","1","7","9","42","6.0","0","0","1","17.9","17.9","99.2%"
"10","James Conner (ARI)","18","104","5.8","20","1","1","1","1","9","9.0","0","0","1","17.3","17.3","95.8%"
"11","Brian Robinson Jr. (WAS)","21","101","4.8","18","0","1","3","3","12","4.0","0","0","1","17.3","17.3","91.2%"
"12","Jonathan Taylor (IND)","21","88","4.2","21","1","1","3","4","20","6.7","0","0","1","16.8","16.8","99.7%"
"13","Tony Pollard (TEN)","22","88","4.0","41","1","1","2","2","20","10.0","0","0","1","16.8","16.8","92.1%"
"14","Kyren Williams (LAR)","19","94","4.9","14","0","1","4","4","10","2.5","0","0","1","16.4","16.4","99.6%"
"15","Justice Hill (BAL)","4","18","4.5","11","0","0","6","6","78","13.0","1","0","1","15.6","15.6","24.5%"
"16","David Montgomery (DET)","12","40","3.3","13","0","1","1","1","40","40.0","0","0","1","14.0","14.0","96.1%"
"17","Aaron Jones (MIN)","22","93","4.2","17","0","0","4","5","46","11.5","0","0","1","13.9","13.9","96.6%"
"18","Zack Moss (CIN)","15","51","3.4","13","0","0","4","4","27","6.8","1","0","1","13.8","13.8","54.0%"
"19","Rico Dowdle (DAL)","11","46","4.2","9","0","0","1","1","15","15.0","1","0","1","12.1","12.1","66.5%"
"20","Saquon Barkley (PHI)","10","84","8.4","59","1","0","2","4","32","16.0","0","0","1","11.6","11.6","99.8%"
"21","Bucky Irving (TB)","10","49","4.9","15","0","1","1","2","6","6.0","0","0","1","11.5","11.5","76.2%"
"22","Dare Ogunbowale (HOU)","2","7","3.5","6","0","0","4","4","47","11.8","1","0","1","11.4","11.4","0.9%"
"23","Tyjae Spears (TEN)","15","39","2.6","9","0","1","2","2","0","0.0","0","0","1","9.9","9.9","50.7%"
"24","Tank Bigsby (JAC)","7","90","12.9","58","2","0","0","0","0","0","0","0","1","9.0","9.0","38.4%"
"25","Roschon Johnson (CHI)","7","26","3.7","8","0","1","0","0","0","0","0","0","1","8.6","8.6","21.4%"
"26","Jerome Ford (CLE)","10","58","5.8","35","1","0","7","7","27","3.9","0","0","1","8.5","8.5","50.8%"
"27","Kareem Hunt (KC)","14","69","4.9","10","0","0","2","3","16","8.0","0","0","1","8.5","8.5","88.5%"
"28","Rachaad White (TB)","10","49","4.9","17","0","0","2","3","35","17.5","0","0","1","8.4","8.4","92.8%"
"29","Javonte Williams (DEN)","16","77","4.8","16","0","0","2","3","3","1.5","0","0","1","8.0","8.0","85.3%"
"30","Tyler Allgeier (ATL)","8","60","7.5","15","0","0","2","2","20","10.0","0","0","1","8.0","8.0","39.5%"
"31","Antonio Gibson (NE)","6","12","2.0","5","0","0","3","4","67","22.3","0","0","1","7.9","7.9","20.5%"
"32","Josh Jacobs (GB)","9","51","5.7","13","0","0","4","6","27","6.8","0","0","1","7.8","7.8","98.6%"
"33","Bijan Robinson (ATL)","7","28","4.0","9","0","0","4","4","46","11.5","0","0","1","7.4","7.4","99.8%"
"34","Samaje Perine (KC)","5","14","2.8","4","0","1","0","0","0","0","0","0","1","7.4","7.4","17.4%"
"35","Najee Harris (PIT)","13","19","1.5","5","0","0","3","6","54","18.0","0","0","1","7.3","7.3","91.8%"
"36","Ty Johnson (BUF)","1","3","3.0","3","0","1","0","0","0","0","0","0","1","6.3","6.3","1.7%"
"37","Cordarrelle Patterson (PIT)","6","43","7.2","12","0","0","2","2","19","9.5","0","0","1","6.2","6.2","1.1%"
"38","J.K. Dobbins (LAC)","14","32","2.3","12","0","0","3","4","30","10.0","0","0","1","6.2","6.2","91.4%"
"39","Travis Etienne Jr. (JAC)","11","50","4.5","13","0","0","1","2","10","10.0","0","0","1","6.0","6.0","85.6%"
"40","Alexander Mattison (LV)","5","60","12.0","24","1","0","0","1","0","0","0","0","1","6.0","6.0","50.7%"
"41","Patrick Ricard (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","1","6.0","6.0","0.1%"
"42","Zach Charbonnet (SEA)","2","15","7.5","12","0","0","5","5","39","7.8","0","0","1","5.4","5.4","60.3%"
"43","Cam Akers (MIN)","13","53","4.1","15","0","0","0","0","0","0","0","0","1","5.3","5.3","27.0%"
"44","Trey Benson (ARI)","9","50","5.6","13","0","0","0","0","0","0","0","0","1","5.0","5.0","26.9%"
"45","James Cook (BUF)","9","39","4.3","8","0","0","1","1","9","9.0","0","0","1","4.8","4.8","98.3%"
"46","Miles Sanders (CAR)","6","32","5.3","14","0","0","3","4","14","4.7","0","0","1","4.6","4.6","3.4%"
"47","Jaleel McLaughlin (DEN)","9","46","5.1","10","0","0","1","1","0","0.0","0","0","1","4.6","4.6","15.4%"
"48","Braelon Allen (NYJ)","8","34","4.3","9","0","0","1","1","12","12.0","0","0","1","4.6","4.6","26.4%"
"49","Rhamondre Stevenson (NE)","13","43","3.3","13","0","0","4","5","19","4.8","0","1","1","4.2","4.2","92.0%"
"50","Devin Singletary (NYG)","14","24","1.7","5","0","0","1","1","14","14.0","0","0","1","3.8","3.8","51.9%"
"51","Jaylen Wright (MIA)","9","32","3.6","20","1","0","0","1","0","0","0","0","1","3.2","3.2","9.0%"
